================================================================================
                                     S L S                                      
                                  version: 3.3                                  
                      S I M U L A T I O N   R E S U L T S                       
================================================================================
 time         | c   r   i   i   i   i   i   i   o   o   o   o   o   o   r 
 in 1e-09 sec | l   s   n   n   n   n   n   n   u   u   u   u   u   u   a 
              | k   t   v   v   v   v   v   v   t   t   t   t   t   t   n 
              |         _   _   _   _   _   _   p   p   p   p   p   p   d 
              |         i   i   i   i   i   i   u   u   u   u   u   u   o 
              |         n   n   n   n   n   n   t   t   t   t   t   t   m 
              |         p   p   p   p   p   p   _   _   _   _   _   _   _ 
              |         u   u   u   u   u   u   5   5   5   5   5   5   s 
              |         t   t   t   t   t   t   _   _   _   _   _   _   e 
              |         s   s   s   s   s   s   0   0   0   0   0   0   e 
              |         _   _   _   _   _   _   _   _   _   _   _   _   d 
              |         5   5   5   5   5   5   5   4   3   2   1   0     
              |         _   _   _   _   _   _                             
              |         0   0   0   0   0   0                             
              |         _   _   _   _   _   _                             
              |         5   4   3   2   1   0                             
================================================================================
     233380.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233400.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233420.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233440.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233460.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233480.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233500.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233520.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233540.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233560.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233580.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233600.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233620.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233640.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233660.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233680.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233700.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233720.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233740.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233760.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233780.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233800.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233820.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233840.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233860.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233880.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233900.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233920.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233940.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233960.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     233980.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234000.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234020.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234040.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234060.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234080.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234100.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234120.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234140.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234160.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234180.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234200.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234220.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234240.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234260.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234280.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234300.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234320.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234340.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234360.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234380.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234400.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234420.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234440.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234460.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234480.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234500.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234520.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234540.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234560.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234580.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234600.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234620.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234640.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234660.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234680.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234700.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234720.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234740.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234760.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234780.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234800.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234820.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234840.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234860.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234880.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234900.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234920.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234940.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234960.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     234980.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235000.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235020.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235040.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235060.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235080.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235100.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235120.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235140.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235160.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235180.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235200.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235220.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235240.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235260.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235280.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235300.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235320.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235340.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235360.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235380.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235400.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235420.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235440.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235460.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235480.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235500.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235520.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235540.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235560.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235580.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235600.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235620.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235640.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235660.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235680.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235700.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235720.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235740.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235760.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235780.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235800.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235820.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235840.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235860.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235880.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235900.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235920.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235940.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235960.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     235980.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236000.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236020.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236040.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236060.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236080.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236100.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236120.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236140.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236160.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236180.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236200.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236220.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236240.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236260.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236280.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236300.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236320.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236340.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236360.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236380.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236400.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236420.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236440.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236460.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236480.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236500.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236520.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236540.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236560.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236580.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236600.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236620.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236640.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236660.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236680.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236700.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236720.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236740.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236760.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236780.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236800.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236820.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236840.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236860.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236880.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236900.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236920.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236940.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236960.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     236980.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237000.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237020.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237040.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237060.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237080.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237100.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237120.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237140.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237160.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237180.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237200.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237220.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237240.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237260.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237280.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237300.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237320.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237340.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237360.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237380.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237400.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237420.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237440.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237460.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237480.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237500.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237520.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237540.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237560.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237580.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237600.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237620.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237640.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237660.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237680.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237700.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237720.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237740.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237760.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237780.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237800.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237820.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237840.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237860.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237880.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237900.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237920.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237940.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237960.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     237980.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238000.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238020.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238040.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238060.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238080.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238100.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238120.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238140.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238160.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238180.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238200.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238220.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238240.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238260.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238280.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238300.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238320.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238340.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238360.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238380.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238400.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238420.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238440.0 | 1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
     238460.0 | 0   0   0   0   0   0   0   0   1   1   1   1   1   1   1
