================================================================================
                                     S L S                                      
                                  version: 3.3                                  
                      S I M U L A T I O N   R E S U L T S                       
================================================================================
 time         | c   r   s   r   s   r   r   r   r   r   r   r   r   r   r   r 
 in 1e-09 sec | l   s   t   e   c   a   a   a   a   a   a   a   a   a   a   a 
              | k   t   a   a   o   m   m   m   m   m   m   m   m   m   m   m 
              |         r   d   r   _   _   _   _   _   _   _   _   _   _   _ 
              |         t   y   e   a   a   a   a   a   a   a   a   w   d   d 
              |         _   _   _   d   d   d   d   d   d   d   d   e   a   a 
              |         i   o   o   d   d   d   d   d   d   d   d       t   t 
              |         n   u   u   r   r   r   r   r   r   r   r       a   a 
              |             t   t   _   _   _   _   _   _   _   _       _   _ 
              |                     o   o   o   o   o   o   o   o       i   o 
              |                     u   u   u   u   u   u   u   u       n   u 
              |                     t   t   t   t   t   t   t   t           t 
              |                     _   _   _   _   _   _   _   _             
      76096.0 | 1   0   0   0   0   0   1   0   0   1   0   1   0   1   0   0
      76097.6 | 1   0   0   0   0   0   1   0   0   1   0   0   0   1   0   0
      76097.9 | 1   0   0   0   0   0   1   0   0   1   0   0   1   1   0   0
      76098.0 | 1   0   0   0   0   0   1   0   0   1   0   0   1   0   0   0
      76178.0 | 0   0   0   0   0   0   1   0   0   1   0   0   1   0   0   0
      76260.0 | 1   0   0   0   0   0   1   0   0   1   0   0   1   0   0   0
      76264.3 | 1   0   0   0   0   0   1   0   0   0   0   0   1   0   0   0
      76342.0 | 0   0   0   0   0   0   1   0   0   0   0   0   1   0   0   0
      76424.0 | 1   0   0   0   0   0   1   0   0   0   0   0   1   0   0   0
      76426.9 | 1   0   0   0   0   0   1   0   0   0   0   0   1   1   0   0
      76428.0 | 1   0   0   0   0   0   1   0   0   1   0   0   1   1   0   0
      76506.0 | 0   0   0   0   0   0   1   0   0   1   0   0   1   1   0   0
      76588.0 | 1   0   0   0   0   0   1   0   0   1   0   0   1   1   0   0
      76589.4 | 1   0   0   0   0   0   1   0   0   1   0   0   0   1   0   0
      76590.0 | 1   0   0   0   0   0   1   0   0   1   0   0   0   0   0   0
      76670.0 | 0   0   0   0   0   0   1   0   0   1   0   0   0   0   0   0
      76752.0 | 1   0   0   0   0   0   1   0   0   1   0   0   0   0   0   0
      76756.3 | 1   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0
      76834.0 | 0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0
      76916.0 | 1   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0
      76918.9 | 1   0   0   0   0   0   1   0   0   0   0   0   0   1   0   0
      76920.0 | 1   0   0   0   0   0   1   0   0   1   0   0   0   1   0   0
      76998.0 | 0   0   0   0   0   0   1   0   0   1   0   0   0   1   0   0
      77080.0 | 1   0   0   0   0   0   1   0   0   1   0   0   0   1   0   0
      77081.8 | 1   0   0   0   0   0   1   0   0   0   1   0   0   1   0   0
      77081.9 | 1   0   0   0   0   0   1   0   0   0   1   0   1   1   0   0
      77082.0 | 1   0   0   0   0   0   1   0   0   0   1   0   1   0   0   0
      77082.2 | 1   0   0   0   0   0   1   0   0   0   1   1   1   0   0   0
      77162.0 | 0   0   0   0   0   0   1   0   0   0   1   1   1   0   0   0
      77244.0 | 1   0   0   0   0   0   1   0   0   0   1   1   1   0   0   0
      77248.3 | 1   0   0   0   0   0   0   0   0   0   1   1   1   0   0   0
      77249.0 | 1   0   0   0   0   0   0   1   1   1   1   1   1   0   0   0
      77326.0 | 0   0   0   0   0   0   0   1   1   1   1   1   1   0   0   0
      77408.0 | 1   0   0   0   0   0   0   1   1   1   1   1   1   0   0   0
      77410.9 | 1   0   0   0   0   0   0   1   1   1   1   1   1   1   0   0
      77411.9 | 1   0   0   0   0   0   0   1   0   1   1   1   1   1   0   0
      77412.0 | 1   0   0   0   0   0   1   0   0   0   1   1   1   1   0   0
      77490.0 | 0   0   0   0   0   0   1   0   0   0   1   1   1   1   0   0
      77572.0 | 1   0   0   0   0   0   1   0   0   0   1   1   1   1   0   0
      77573.4 | 1   0   0   0   0   0   1   0   0   0   1   1   0   1   0   0
      77574.0 | 1   0   0   0   0   0   1   0   0   0   1   1   0   0   0   0
      77654.0 | 0   0   0   0   0   0   1   0   0   0   1   1   0   0   0   0
      77736.0 | 1   0   0   0   0   0   1   0   0   0   1   1   0   0   0   0
      77740.3 | 1   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0
      77741.0 | 1   0   0   0   0   0   0   1   1   1   1   1   0   0   0   0
      77818.0 | 0   0   0   0   0   0   0   1   1   1   1   1   0   0   0   0
      77900.0 | 1   0   0   0   0   0   0   1   1   1   1   1   0   0   0   0
      77902.9 | 1   0   0   0   0   0   0   1   1   1   1   1   0   1   0   0
      77903.9 | 1   0   0   0   0   0   0   1   0   1   1   1   0   1   0   0
      77904.0 | 1   0   0   0   0   0   1   0   0   0   1   1   0   1   0   0
      77982.0 | 0   0   0   0   0   0   1   0   0   0   1   1   0   1   0   0
      78064.0 | 1   0   0   0   0   0   1   0   0   0   1   1   0   1   0   0
      78065.6 | 1   0   0   0   0   0   1   0   0   0   1   0   0   1   0   0
      78065.9 | 1   0   0   0   0   0   1   0   0   0   1   0   1   1   0   0
      78066.0 | 1   0   0   0   0   0   1   0   0   0   1   0   1   0   0   0
      78146.0 | 0   0   0   0   0   0   1   0   0   0   1   0   1   0   0   0
      78228.0 | 1   0   0   0   0   0   1   0   0   0   1   0   1   0   0   0
      78232.3 | 1   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0
      78233.0 | 1   0   0   0   0   0   0   1   1   1   1   0   1   0   0   0
      78310.0 | 0   0   0   0   0   0   0   1   1   1   1   0   1   0   0   0
      78392.0 | 1   0   0   0   0   0   0   1   1   1   1   0   1   0   0   0
      78394.9 | 1   0   0   0   0   0   0   1   1   1   1   0   1   1   0   0
      78395.9 | 1   0   0   0   0   0   0   1   0   1   1   0   1   1   0   0
      78396.0 | 1   0   0   0   0   0   1   0   0   0   1   0   1   1   0   0
      78474.0 | 0   0   0   0   0   0   1   0   0   0   1   0   1   1   0   0
      78556.0 | 1   0   0   0   0   0   1   0   0   0   1   0   1   1   0   0
      78557.4 | 1   0   0   0   0   0   1   0   0   0   1   0   0   1   0   0
      78558.0 | 1   0   0   0   0   0   1   0   0   0   1   0   0   0   0   0
      78638.0 | 0   0   0   0   0   0   1   0   0   0   1   0   0   0   0   0
      78720.0 | 1   0   0   0   0   0   1   0   0   0   1   0   0   0   0   0
      78724.3 | 1   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
      78725.0 | 1   0   0   0   0   0   0   1   1   1   1   0   0   0   0   0
      78802.0 | 0   0   0   0   0   0   0   1   1   1   1   0   0   0   0   0
      78884.0 | 1   0   0   0   0   0   0   1   1   1   1   0   0   0   0   0
      78886.9 | 1   0   0   0   0   0   0   1   1   1   1   0   0   1   0   0
      78887.9 | 1   0   0   0   0   0   0   1   0   1   1   0   0   1   0   0
      78888.0 | 1   0   0   0   0   0   1   0   0   0   1   0   0   1   0   0
      78966.0 | 0   0   0   0   0   0   1   0   0   0   1   0   0   1   0   0
      79048.0 | 1   0   0   0   0   0   1   0   0   0   1   0   0   1   0   0
      79049.4 | 1   0   0   0   0   0   1   0   0   0   0   0   0   1   0   0
      79049.9 | 1   0   0   0   0   0   1   0   0   0   0   0   1   1   0   0
      79050.0 | 1   0   0   0   0   0   1   0   0   0   0   0   1   0   0   0
      79050.2 | 1   0   0   0   0   0   1   0   0   0   0   1   1   0   0   0
      79130.0 | 0   0   0   0   0   0   1   0   0   0   0   1   1   0   0   0
      79212.0 | 1   0   0   0   0   0   1   0   0   0   0   1   1   0   0   0
      79216.3 | 1   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0
      79217.0 | 1   0   0   0   0   0   0   1   1   1   0   1   1   0   0   0
      79294.0 | 0   0   0   0   0   0   0   1   1   1   0   1   1   0   0   0
      79376.0 | 1   0   0   0   0   0   0   1   1   1   0   1   1   0   0   0
      79378.9 | 1   0   0   0   0   0   0   1   1   1   0   1   1   1   0   0
      79379.9 | 1   0   0   0   0   0   0   1   0   1   0   1   1   1   0   0
      79380.0 | 1   0   0   0   0   0   1   0   0   0   0   1   1   1   0   0
      79458.0 | 0   0   0   0   0   0   1   0   0   0   0   1   1   1   0   0
      79540.0 | 1   0   0   0   0   0   1   0   0   0   0   1   1   1   0   0
      79541.4 | 1   0   0   0   0   0   1   0   0   0   0   1   0   1   0   0
      79542.0 | 1   0   0   0   0   0   1   0   0   0   0   1   0   0   0   0
      79622.0 | 0   0   0   0   0   0   1   0   0   0   0   1   0   0   0   0
      79704.0 | 1   0   0   0   0   0   1   0   0   0   0   1   0   0   0   0
      79708.3 | 1   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0
      79709.0 | 1   0   0   0   0   0   0   1   1   1   0   1   0   0   0   0
      79786.0 | 0   0   0   0   0   0   0   1   1   1   0   1   0   0   0   0
      79868.0 | 1   0   0   0   0   0   0   1   1   1   0   1   0   0   0   0
      79870.9 | 1   0   0   0   0   0   0   1   1   1   0   1   0   1   0   0
      79871.9 | 1   0   0   0   0   0   0   1   0   1   0   1   0   1   0   0
      79872.0 | 1   0   0   0   0   0   1   0   0   0   0   1   0   1   0   0
      79950.0 | 0   0   0   0   0   0   1   0   0   0   0   1   0   1   0   0
      80032.0 | 1   0   0   0   0   0   1   0   0   0   0   1   0   1   0   0
      80033.6 | 1   0   0   0   0   0   1   0   0   0   0   0   0   1   0   0
      80033.9 | 1   0   0   0   0   0   1   0   0   0   0   0   1   1   0   0
      80034.0 | 1   0   0   0   0   0   1   0   0   0   0   0   1   0   0   0
      80114.0 | 0   0   0   0   0   0   1   0   0   0   0   0   1   0   0   0
      80196.0 | 1   0   0   0   0   0   1   0   0   0   0   0   1   0   0   0
      80200.3 | 1   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0
      80201.0 | 1   0   0   0   0   0   0   1   1   1   0   0   1   0   0   0
      80278.0 | 0   0   0   0   0   0   0   1   1   1   0   0   1   0   0   0
      80360.0 | 1   0   0   0   0   0   0   1   1   1   0   0   1   0   0   0
      80362.9 | 1   0   0   0   0   0   0   1   1   1   0   0   1   1   0   0
      80363.9 | 1   0   0   0   0   0   0   1   0   1   0   0   1   1   0   0
      80364.0 | 1   0   0   0   0   0   1   0   0   0   0   0   1   1   0   0
      80442.0 | 0   0   0   0   0   0   1   0   0   0   0   0   1   1   0   0
      80524.0 | 1   0   0   0   0   0   1   0   0   0   0   0   1   1   0   0
      80525.4 | 1   0   0   0   0   0   1   0   0   0   0   0   0   1   0   0
      80526.0 | 1   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0
      80606.0 | 0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0
      80688.0 | 1   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0
      80692.3 | 1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
      80693.0 | 1   0   0   0   0   0   0   1   1   1   0   0   0   0   0   0
      80770.0 | 0   0   0   0   0   0   0   1   1   1   0   0   0   0   0   0
      80852.0 | 1   0   0   0   0   0   0   1   1   1   0   0   0   0   1   0
      80854.9 | 1   0   0   0   0   0   0   1   1   1   0   0   0   1   1   0
      80855.2 | 1   0   0   0   0   0   0   1   1   1   0   0   0   1   1   1
      80855.9 | 1   0   0   0   0   0   0   1   0   1   0   0   0   1   1   1
      80856.0 | 1   0   0   0   0   0   1   0   0   0   0   0   0   1   1   1
      80934.0 | 0   0   0   0   0   0   1   0   0   0   0   0   0   1   1   1
      81016.0 | 1   0   0   0   0   0   1   0   0   0   0   0   0   1   0   1
      81016.3 | 1   0   0   0   0   0   1   0   0   0   0   0   0   1   0   0
      81017.6 | 1   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0
      81017.8 | 1   0   0   0   0   0   0   0   0   0   1   0   0   1   0   0
      81017.9 | 1   0   0   0   0   0   0   0   0   0   1   0   1   1   0   0
      81018.0 | 1   0   0   0   0   0   0   0   1   0   1   0   1   0   0   0
      81018.2 | 1   0   0   0   0   0   0   0   1   0   1   1   1   0   0   0
      81018.4 | 1   0   0   0   0   0   0   1   1   0   1   1   1   0   0   0
      81018.7 | 1   0   0   0   0   0   0   1   1   1   1   1   1   0   0   0
      81098.0 | 0   0   0   0   0   0   0   1   1   1   1   1   1   0   0   0
      81180.0 | 1   0   0   0   0   0   0   1   1   1   1   1   1   0   0   0
      81184.3 | 1   0   0   0   0   0   0   1   1   0   1   1   1   0   0   0
      81262.0 | 0   0   0   0   0   0   0   1   1   0   1   1   1   0   0   0
      81344.0 | 1   0   0   0   0   0   0   1   1   0   1   1   1   0   1   0
      81346.9 | 1   0   0   0   0   0   0   1   1   0   1   1   1   1   1   0
      81347.2 | 1   0   0   0   0   0   0   1   1   0   1   1   1   1   1   1
      81348.0 | 1   0   0   0   0   0   0   1   1   1   1   1   1   1   1   1
      81426.0 | 0   0   0   0   0   0   0   1   1   1   1   1   1   1   1   1
      81508.0 | 1   0   0   0   0   0   0   1   1   1   1   1   1   1   0   1
      81508.3 | 1   0   0   0   0   0   0   1   1   1   1   1   1   1   0   0
      81509.4 | 1   0   0   0   0   0   0   1   1   1   1   1   0   1   0   0
      81510.0 | 1   0   0   0   0   0   0   1   1   1   1   1   0   0   0   0
      81590.0 | 0   0   0   0   0   0   0   1   1   1   1   1   0   0   0   0
      81672.0 | 1   0   0   0   0   0   0   1   1   1   1   1   0   0   0   0
      81676.3 | 1   0   0   0   0   0   0   1   1   0   1   1   0   0   0   0
      81754.0 | 0   0   0   0   0   0   0   1   1   0   1   1   0   0   0   0
      81836.0 | 1   0   0   0   0   0   0   1   1   0   1   1   0   0   0   0
      81838.9 | 1   0   0   0   0   0   0   1   1   0   1   1   0   1   0   0
      81840.0 | 1   0   0   0   0   0   0   1   1   1   1   1   0   1   0   0
      81918.0 | 0   0   0   0   0   0   0   1   1   1   1   1   0   1   0   0
      82000.0 | 1   0   0   0   0   0   0   1   1   1   1   1   0   1   0   0
      82001.6 | 1   0   0   0   0   0   0   1   1   1   1   0   0   1   0   0
      82001.9 | 1   0   0   0   0   0   0   1   1   1   1   0   1   1   0   0
      82002.0 | 1   0   0   0   0   0   0   1   1   1   1   0   1   0   0   0
      82082.0 | 0   0   0   0   0   0   0   1   1   1   1   0   1   0   0   0
      82164.0 | 1   0   0   0   0   0   0   1   1   1   1   0   1   0   0   0
      82168.3 | 1   0   0   0   0   0   0   1   1   0   1   0   1   0   0   0
      82246.0 | 0   0   0   0   0   0   0   1   1   0   1   0   1   0   0   0
      82328.0 | 1   0   0   0   0   0   0   1   1   0   1   0   1   0   0   0
      82330.9 | 1   0   0   0   0   0   0   1   1   0   1   0   1   1   0   0
      82332.0 | 1   0   0   0   0   0   0   1   1   1   1   0   1   1   0   0
      82410.0 | 0   0   0   0   0   0   0   1   1   1   1   0   1   1   0   0
      82492.0 | 1   0   0   0   0   0   0   1   1   1   1   0   1   1   0   0
      82493.4 | 1   0   0   0   0   0   0   1   1   1   1   0   0   1   0   0
      82494.0 | 1   0   0   0   0   0   0   1   1   1   1   0   0   0   0   0
      82574.0 | 0   0   0   0   0   0   0   1   1   1   1   0   0   0   0   0
      82656.0 | 1   0   0   0   0   0   0   1   1   1   1   0   0   0   0   0
      82660.3 | 1   0   0   0   0   0   0   1   1   0   1   0   0   0   0   0
      82738.0 | 0   0   0   0   0   0   0   1   1   0   1   0   0   0   0   0
      82820.0 | 1   0   0   0   0   0   0   1   1   0   1   0   0   0   0   0
      82822.9 | 1   0   0   0   0   0   0   1   1   0   1   0   0   1   0   0
      82824.0 | 1   0   0   0   0   0   0   1   1   1   1   0   0   1   0   0
      82902.0 | 0   0   0   0   0   0   0   1   1   1   1   0   0   1   0   0
      82984.0 | 1   0   0   0   0   0   0   1   1   1   1   0   0   1   0   0
      82985.4 | 1   0   0   0   0   0   0   1   1   1   0   0   0   1   0   0
      82985.9 | 1   0   0   0   0   0   0   1   1   1   0   0   1   1   0   0
      82986.0 | 1   0   0   0   0   0   0   1   1   1   0   0   1   0   0   0
      82986.2 | 1   0   0   0   0   0   0   1   1   1   0   1   1   0   0   0
      83066.0 | 0   0   0   0   0   0   0   1   1   1   0   1   1   0   0   0
      83148.0 | 1   0   0   0   0   0   0   1   1   1   0   1   1   0   0   0
      83152.3 | 1   0   0   0   0   0   0   1   1   0   0   1   1   0   0   0
      83230.0 | 0   0   0   0   0   0   0   1   1   0   0   1   1   0   0   0
      83312.0 | 1   0   0   0   0   0   0   1   1   0   0   1   1   0   0   0
      83314.9 | 1   0   0   0   0   0   0   1   1   0   0   1   1   1   0   0
      83316.0 | 1   0   0   0   0   0   0   1   1   1   0   1   1   1   0   0
      83394.0 | 0   0   0   0   0   0   0   1   1   1   0   1   1   1   0   0
      83476.0 | 1   0   0   0   0   0   0   1   1   1   0   1   1   1   0   0
      83477.4 | 1   0   0   0   0   0   0   1   1   1   0   1   0   1   0   0
      83478.0 | 1   0   0   0   0   0   0   1   1   1   0   1   0   0   0   0
      83558.0 | 0   0   0   0   0   0   0   1   1   1   0   1   0   0   0   0
      83640.0 | 1   0   0   0   0   0   0   1   1   1   0   1   0   0   0   0
      83644.3 | 1   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0
      83722.0 | 0   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0
      83804.0 | 1   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0
      83806.9 | 1   0   0   0   0   0   0   1   1   0   0   1   0   1   0   0
      83808.0 | 1   0   0   0   0   0   0   1   1   1   0   1   0   1   0   0
      83886.0 | 0   0   0   0   0   0   0   1   1   1   0   1   0   1   0   0
      83968.0 | 1   0   0   0   0   0   0   1   1   1   0   1   0   1   0   0
      83969.6 | 1   0   0   0   0   0   0   1   1   1   0   0   0   1   0   0
      83969.9 | 1   0   0   0   0   0   0   1   1   1   0   0   1   1   0   0
      83970.0 | 1   0   0   0   0   0   0   1   1   1   0   0   1   0   0   0
      84050.0 | 0   0   0   0   0   0   0   1   1   1   0   0   1   0   0   0
      84132.0 | 1   0   0   0   0   0   0   1   1   1   0   0   1   0   0   0
      84136.3 | 1   0   0   0   0   0   0   1   1   0   0   0   1   0   0   0
      84214.0 | 0   0   0   0   0   0   0   1   1   0   0   0   1   0   0   0
      84296.0 | 1   0   0   0   0   0   0   1   1   0   0   0   1   0   0   0
      84298.9 | 1   0   0   0   0   0   0   1   1   0   0   0   1   1   0   0
      84300.0 | 1   0   0   0   0   0   0   1   1   1   0   0   1   1   0   0
      84378.0 | 0   0   0   0   0   0   0   1   1   1   0   0   1   1   0   0
      84460.0 | 1   0   0   0   0   0   0   1   1   1   0   0   1   1   0   0
      84461.4 | 1   0   0   0   0   0   0   1   1   1   0   0   0   1   0   0
      84462.0 | 1   0   0   0   0   0   0   1   1   1   0   0   0   0   0   0
      84542.0 | 0   0   0   0   0   0   0   1   1   1   0   0   0   0   0   0
      84624.0 | 1   0   0   0   0   0   0   1   1   1   0   0   0   0   1   0
      84628.3 | 1   0   0   0   0   0   0   1   1   0   0   0   0   0   1   0
      84706.0 | 0   0   0   0   0   0   0   1   1   0   0   0   0   0   1   0
      84788.0 | 1   0   0   0   0   0   0   1   1   0   0   0   0   0   0   0
      84790.9 | 1   0   0   0   0   0   0   1   1   0   0   0   0   1   0   0
      84792.0 | 1   0   0   0   0   0   0   1   1   1   0   0   0   1   0   0
      84870.0 | 0   0   0   0   0   0   0   1   1   1   0   0   0   1   0   0
      84952.0 | 1   0   0   0   0   0   0   1   1   1   0   0   0   1   1   0
      84952.4 | 1   0   0   0   0   0   0   1   1   1   0   0   0   1   1   1
      84953.8 | 1   0   0   0   0   0   0   1   1   0   1   0   0   1   1   1
      84953.9 | 1   0   0   0   0   0   0   1   1   0   1   0   1   1   1   0
      84954.0 | 1   0   0   0   0   0   0   1   1   0   1   0   1   0   1   0
